repetition,benchmark,machine,test,result
3,stressng-cpu,ms1119.utah.cloudlab.us,"qsort",8.600318
3,stressng-cpu,ms1119.utah.cloudlab.us,"rdrand",316390.451606
3,stressng-cpu,ms1119.utah.cloudlab.us,"tsc",838141.955657
3,stressng-cpu,ms1119.utah.cloudlab.us,"tsearch",14.845187
3,stressng-cpu,ms1119.utah.cloudlab.us,"vecmath",2339.104027
















3,stressng-cpu,ms1128.utah.cloudlab.us,"af-alg",7499.559555
3,stressng-cpu,ms1128.utah.cloudlab.us,"atomic",552450.839057
3,stressng-cpu,ms1128.utah.cloudlab.us,"bsearch",316.822669
3,stressng-cpu,ms1128.utah.cloudlab.us,"cpu",226.738382
3,stressng-cpu,ms1128.utah.cloudlab.us,"crypt",134.119626
3,stressng-cpu,ms1128.utah.cloudlab.us,"fp-error",632581.091251
3,stressng-cpu,ms1128.utah.cloudlab.us,"hsearch",3532.581828
3,stressng-cpu,ms1128.utah.cloudlab.us,"longjmp",107000.901514
3,stressng-cpu,ms1128.utah.cloudlab.us,"lsearch",7.66705
3,stressng-cpu,ms1128.utah.cloudlab.us,"matrix",3799.374223
3,stressng-cpu,ms1128.utah.cloudlab.us,"opcode",1074.769088
3,stressng-cpu,ms1128.utah.cloudlab.us,"qsort",8.53363
3,stressng-cpu,ms1128.utah.cloudlab.us,"rdrand",316946.64049
3,stressng-cpu,ms1128.utah.cloudlab.us,"tsc",837669.557269
3,stressng-cpu,ms1128.utah.cloudlab.us,"tsearch",14.623409
3,stressng-cpu,ms1128.utah.cloudlab.us,"vecmath",2339.737326
















3,stressng-cpu,ms1139.utah.cloudlab.us,"af-alg",7540.392638
3,stressng-cpu,ms1139.utah.cloudlab.us,"atomic",552870.048171
3,stressng-cpu,ms1139.utah.cloudlab.us,"bsearch",316.794295
3,stressng-cpu,ms1139.utah.cloudlab.us,"cpu",226.708621
3,stressng-cpu,ms1139.utah.cloudlab.us,"crypt",133.46026
3,stressng-cpu,ms1139.utah.cloudlab.us,"fp-error",632547.486047
3,stressng-cpu,ms1139.utah.cloudlab.us,"hsearch",3543.389316
3,stressng-cpu,ms1139.utah.cloudlab.us,"longjmp",107339.655657
3,stressng-cpu,ms1139.utah.cloudlab.us,"lsearch",7.667023
3,stressng-cpu,ms1139.utah.cloudlab.us,"matrix",3802.106948
3,stressng-cpu,ms1139.utah.cloudlab.us,"opcode",1097.018797
3,stressng-cpu,ms1139.utah.cloudlab.us,"qsort",8.200272
3,stressng-cpu,ms1139.utah.cloudlab.us,"rdrand",316877.551383
3,stressng-cpu,ms1139.utah.cloudlab.us,"tsc",838395.431742
3,stressng-cpu,ms1139.utah.cloudlab.us,"tsearch",14.646235
3,stressng-cpu,ms1139.utah.cloudlab.us,"vecmath",2339.375908
















3,stressng-cpu,pc19.utahddc.geniracks.net,"af-alg",6863.782736
3,stressng-cpu,pc19.utahddc.geniracks.net,"atomic",563044.709162
3,stressng-cpu,pc19.utahddc.geniracks.net,"bsearch",348.646883
3,stressng-cpu,pc19.utahddc.geniracks.net,"cpu",207.782022
3,stressng-cpu,pc19.utahddc.geniracks.net,"crypt",107.513372
3,stressng-cpu,pc19.utahddc.geniracks.net,"fp-error",810706.002175
3,stressng-cpu,pc19.utahddc.geniracks.net,"hsearch",3372.568072
3,stressng-cpu,pc19.utahddc.geniracks.net,"longjmp",95743.916206
3,stressng-cpu,pc19.utahddc.geniracks.net,"lsearch",7.133906
3,stressng-cpu,pc19.utahddc.geniracks.net,"matrix",3922.107986
3,stressng-cpu,pc19.utahddc.geniracks.net,"opcode",876.968934
3,stressng-cpu,pc19.utahddc.geniracks.net,"qsort",7.200361
3,stressng-cpu,pc19.utahddc.geniracks.net,"tsc",803309.509713
3,stressng-cpu,pc19.utahddc.geniracks.net,"tsearch",15.126997
3,stressng-cpu,pc19.utahddc.geniracks.net,"vecmath",2425.943286















3,stressng-cpu,pc22.utahddc.geniracks.net,"af-alg",6885.245993
3,stressng-cpu,pc22.utahddc.geniracks.net,"atomic",564088.065505
3,stressng-cpu,pc22.utahddc.geniracks.net,"bsearch",348.179994
3,stressng-cpu,pc22.utahddc.geniracks.net,"cpu",207.183835
3,stressng-cpu,pc22.utahddc.geniracks.net,"crypt",106.667726
3,stressng-cpu,pc22.utahddc.geniracks.net,"fp-error",731476.699272
3,stressng-cpu,pc22.utahddc.geniracks.net,"hsearch",3385.677985
3,stressng-cpu,pc22.utahddc.geniracks.net,"longjmp",96164.435308
3,stressng-cpu,pc22.utahddc.geniracks.net,"lsearch",7.200426
3,stressng-cpu,pc22.utahddc.geniracks.net,"matrix",3791.382716
3,stressng-cpu,pc22.utahddc.geniracks.net,"opcode",865.839993
3,stressng-cpu,pc22.utahddc.geniracks.net,"qsort",6.933693
3,stressng-cpu,pc22.utahddc.geniracks.net,"tsc",801276.138531
3,stressng-cpu,pc22.utahddc.geniracks.net,"tsearch",15.715406
3,stressng-cpu,pc22.utahddc.geniracks.net,"vecmath",2418.017156















3,stressng-cpu,pc25.utahddc.geniracks.net,"af-alg",6903.803615
3,stressng-cpu,pc25.utahddc.geniracks.net,"atomic",562775.358248
3,stressng-cpu,pc25.utahddc.geniracks.net,"bsearch",348.884828
3,stressng-cpu,pc25.utahddc.geniracks.net,"cpu",204.706214
3,stressng-cpu,pc25.utahddc.geniracks.net,"crypt",106.589816
3,stressng-cpu,pc25.utahddc.geniracks.net,"fp-error",790924.097814
3,stressng-cpu,pc25.utahddc.geniracks.net,"hsearch",3369.867883
3,stressng-cpu,pc25.utahddc.geniracks.net,"longjmp",94680.205463
3,stressng-cpu,pc25.utahddc.geniracks.net,"lsearch",7.133872
3,stressng-cpu,pc25.utahddc.geniracks.net,"matrix",3932.749428
3,stressng-cpu,pc25.utahddc.geniracks.net,"opcode",858.351697
3,stressng-cpu,pc25.utahddc.geniracks.net,"qsort",7.000387
3,stressng-cpu,pc25.utahddc.geniracks.net,"tsc",802032.9619
3,stressng-cpu,pc25.utahddc.geniracks.net,"tsearch",15.046592
3,stressng-cpu,pc25.utahddc.geniracks.net,"vecmath",2415.776983















3,stressng-cpu,pc31.utahddc.geniracks.net,"af-alg",6787.30446
3,stressng-cpu,pc31.utahddc.geniracks.net,"atomic",561760.010476
3,stressng-cpu,pc31.utahddc.geniracks.net,"bsearch",349.43834
3,stressng-cpu,pc31.utahddc.geniracks.net,"cpu",207.754112
3,stressng-cpu,pc31.utahddc.geniracks.net,"crypt",106.673901
3,stressng-cpu,pc31.utahddc.geniracks.net,"fp-error",844286.769829
3,stressng-cpu,pc31.utahddc.geniracks.net,"hsearch",3378.77615
3,stressng-cpu,pc31.utahddc.geniracks.net,"longjmp",95901.775236
3,stressng-cpu,pc31.utahddc.geniracks.net,"lsearch",7.13376
3,stressng-cpu,pc31.utahddc.geniracks.net,"matrix",3898.102605
3,stressng-cpu,pc31.utahddc.geniracks.net,"opcode",863.534706
3,stressng-cpu,pc31.utahddc.geniracks.net,"qsort",7.200491
3,stressng-cpu,pc31.utahddc.geniracks.net,"tsc",802576.962118
3,stressng-cpu,pc31.utahddc.geniracks.net,"tsearch",15.043878
3,stressng-cpu,pc31.utahddc.geniracks.net,"vecmath",2417.693733















3,stressng-cpu,pc765.emulab.net,"af-alg",7491.59433
3,stressng-cpu,pc765.emulab.net,"atomic",709814.007545
3,stressng-cpu,pc765.emulab.net,"bsearch",384.785505
3,stressng-cpu,pc765.emulab.net,"cpu",268.874321
3,stressng-cpu,pc765.emulab.net,"crypt",159.830608
3,stressng-cpu,pc765.emulab.net,"fp-error",771788.681489
3,stressng-cpu,pc765.emulab.net,"hsearch",3989.654073
3,stressng-cpu,pc765.emulab.net,"longjmp",128088.450464
3,stressng-cpu,pc765.emulab.net,"lsearch",9.200307
3,stressng-cpu,pc765.emulab.net,"matrix",4460.685344
3,stressng-cpu,pc765.emulab.net,"opcode",987.912528
3,stressng-cpu,pc765.emulab.net,"qsort",10.267257
3,stressng-cpu,pc765.emulab.net,"rdrand",339303.216283
3,stressng-cpu,pc765.emulab.net,"tsc",988536.475857
3,stressng-cpu,pc765.emulab.net,"tsearch",16.293606
3,stressng-cpu,pc765.emulab.net,"vecmath",2797.760096
















3,stressng-cpu,pc767.emulab.net,"af-alg",7580.115644
3,stressng-cpu,pc767.emulab.net,"atomic",704741.4762
3,stressng-cpu,pc767.emulab.net,"bsearch",385.154808
3,stressng-cpu,pc767.emulab.net,"cpu",267.708019
3,stressng-cpu,pc767.emulab.net,"crypt",160.049371
3,stressng-cpu,pc767.emulab.net,"fp-error",770366.026454
3,stressng-cpu,pc767.emulab.net,"hsearch",3705.059064
3,stressng-cpu,pc767.emulab.net,"longjmp",128192.428643
3,stressng-cpu,pc767.emulab.net,"lsearch",9.133722
3,stressng-cpu,pc767.emulab.net,"matrix",4363.347723
3,stressng-cpu,pc767.emulab.net,"opcode",986.174151
3,stressng-cpu,pc767.emulab.net,"qsort",10.133964
3,stressng-cpu,pc767.emulab.net,"rdrand",334767.020161
3,stressng-cpu,pc767.emulab.net,"tsc",990346.598083
3,stressng-cpu,pc767.emulab.net,"tsearch",16.246183
3,stressng-cpu,pc767.emulab.net,"vecmath",2726.927737
















3,stressng-cpu,pc769.emulab.net,"af-alg",7309.608102
3,stressng-cpu,pc769.emulab.net,"atomic",710109.323638
3,stressng-cpu,pc769.emulab.net,"bsearch",385.160819
3,stressng-cpu,pc769.emulab.net,"cpu",268.002249
3,stressng-cpu,pc769.emulab.net,"crypt",160.364068
3,stressng-cpu,pc769.emulab.net,"fp-error",794300.880613
3,stressng-cpu,pc769.emulab.net,"hsearch",3965.469225
3,stressng-cpu,pc769.emulab.net,"longjmp",128409.445481
3,stressng-cpu,pc769.emulab.net,"lsearch",9.200329
3,stressng-cpu,pc769.emulab.net,"matrix",4453.354663
3,stressng-cpu,pc769.emulab.net,"opcode",980.493347
3,stressng-cpu,pc769.emulab.net,"qsort",10.267292
3,stressng-cpu,pc769.emulab.net,"rdrand",339888.600644
3,stressng-cpu,pc769.emulab.net,"tsc",1004929.43674
3,stressng-cpu,pc769.emulab.net,"tsearch",16.266444
3,stressng-cpu,pc769.emulab.net,"vecmath",2810.751148
















3,stressng-cpu,pc773.emulab.net,"af-alg",7496.75601
3,stressng-cpu,pc773.emulab.net,"atomic",708697.840669
3,stressng-cpu,pc773.emulab.net,"bsearch",384.514259
3,stressng-cpu,pc773.emulab.net,"cpu",268.209404
3,stressng-cpu,pc773.emulab.net,"crypt",160.020111
3,stressng-cpu,pc773.emulab.net,"fp-error",771100.513201
3,stressng-cpu,pc773.emulab.net,"hsearch",3994.749975
3,stressng-cpu,pc773.emulab.net,"longjmp",128243.942962
3,stressng-cpu,pc773.emulab.net,"lsearch",9.133722
3,stressng-cpu,pc773.emulab.net,"matrix",4453.380784
3,stressng-cpu,pc773.emulab.net,"opcode",943.484542
3,stressng-cpu,pc773.emulab.net,"qsort",10.267307
3,stressng-cpu,pc773.emulab.net,"rdrand",339521.216196
3,stressng-cpu,pc773.emulab.net,"tsc",1003373.478496
3,stressng-cpu,pc773.emulab.net,"tsearch",16.313515
3,stressng-cpu,pc773.emulab.net,"vecmath",2807.417179
















3,stressng-cpu,pl2,"af-alg",9629.605742
3,stressng-cpu,pl2,"atomic",632280.484388
3,stressng-cpu,pl2,"bsearch",362.03095
3,stressng-cpu,pl2,"cpu",247.801005
3,stressng-cpu,pl2,"crypt",148.829201
3,stressng-cpu,pl2,"fp-error",927543.239425
3,stressng-cpu,pl2,"hsearch",3827.016611
3,stressng-cpu,pl2,"longjmp",102647.976036
3,stressng-cpu,pl2,"lsearch",7.667196
3,stressng-cpu,pl2,"matrix",4159.496386
3,stressng-cpu,pl2,"opcode",823.640675
3,stressng-cpu,pl2,"qsort",7.467109
3,stressng-cpu,pl2,"rdrand",354679.361703
3,stressng-cpu,pl2,"tsc",891997.187347
3,stressng-cpu,pl2,"tsearch",15.914036
3,stressng-cpu,pl2,"vecmath",2825.361399
















3,stressng-cpu,rackform2,"af-alg",9645.514772
3,stressng-cpu,rackform2,"atomic",367658.204778
3,stressng-cpu,rackform2,"bsearch",313.302105
3,stressng-cpu,rackform2,"cpu",161.40036
3,stressng-cpu,rackform2,"crypt",119.115093
3,stressng-cpu,rackform2,"fp-error",502051.894047
3,stressng-cpu,rackform2,"hsearch",2784.479357
3,stressng-cpu,rackform2,"longjmp",81770.057302
3,stressng-cpu,rackform2,"lsearch",5.733916
3,stressng-cpu,rackform2,"matrix",2423.453152
3,stressng-cpu,rackform2,"opcode",608.519931
3,stressng-cpu,rackform2,"qsort",6.533904
3,stressng-cpu,rackform2,"tsearch",14.112794
3,stressng-cpu,rackform2,"vecmath",2009.60868














3,stressng-cpu,scruffy.soe.ucsc.edu,"af-alg",7740.821289
3,stressng-cpu,scruffy.soe.ucsc.edu,"atomic",628616.517849
3,stressng-cpu,scruffy.soe.ucsc.edu,"bsearch",271.573656
3,stressng-cpu,scruffy.soe.ucsc.edu,"cpu",186.20277
3,stressng-cpu,scruffy.soe.ucsc.edu,"crypt",99.587725
3,stressng-cpu,scruffy.soe.ucsc.edu,"fp-error",742646.602171
3,stressng-cpu,scruffy.soe.ucsc.edu,"hsearch",2772.516023
3,stressng-cpu,scruffy.soe.ucsc.edu,"longjmp",72930.436093
3,stressng-cpu,scruffy.soe.ucsc.edu,"lsearch",6.266876
3,stressng-cpu,scruffy.soe.ucsc.edu,"matrix",2610.614123
3,stressng-cpu,scruffy.soe.ucsc.edu,"opcode",1599.254474
3,stressng-cpu,scruffy.soe.ucsc.edu,"qsort",5.933558
3,stressng-cpu,scruffy.soe.ucsc.edu,"tsc",855522.492126
3,stressng-cpu,scruffy.soe.ucsc.edu,"tsearch",12.722817
3,stressng-cpu,scruffy.soe.ucsc.edu,"vecmath",2001.739474















1,stressng-cpucache,apt129.apt.emulab.net,"cache",3.666778
1,stressng-cpucache,apt129.apt.emulab.net,"icache",783.870429


1,stressng-cpucache,apt131.apt.emulab.net,"cache",3.73347
1,stressng-cpucache,apt131.apt.emulab.net,"icache",787.813812


1,stressng-cpucache,apt132.apt.emulab.net,"cache",3.800103
1,stressng-cpucache,apt132.apt.emulab.net,"icache",788.599311


1,stressng-cpucache,apt134.apt.emulab.net,"cache",3.666823
1,stressng-cpucache,apt134.apt.emulab.net,"icache",783.772936


1,stressng-cpucache,dwill.soe.ucsc.edu,"cache",11.800311
1,stressng-cpucache,dwill.soe.ucsc.edu,"icache",951.58675


1,stressng-cpucache,issdm-0,"cache",20.936919
1,stressng-cpucache,issdm-0,"icache",333.875258


1,stressng-cpucache,issdm-20,"cache",20.336114
1,stressng-cpucache,issdm-20,"icache",353.965993


1,stressng-cpucache,issdm-31,"cache",20.136043
1,stressng-cpucache,issdm-31,"icache",293.533683


1,stressng-cpucache,issdm-34,"cache",22.137521
1,stressng-cpucache,issdm-34,"icache",358.481863


1,stressng-cpucache,issdm-6,"cache",20.736095
1,stressng-cpucache,issdm-6,"icache",441.881311


1,stressng-cpucache,ms1103.utah.cloudlab.us,"cache",6.666894
1,stressng-cpucache,ms1103.utah.cloudlab.us,"icache",755.758185


1,stressng-cpucache,ms1119.utah.cloudlab.us,"cache",7.333625
1,stressng-cpucache,ms1119.utah.cloudlab.us,"icache",758.919329


1,stressng-cpucache,ms1128.utah.cloudlab.us,"cache",6.53358
1,stressng-cpucache,ms1128.utah.cloudlab.us,"icache",751.352469


1,stressng-cpucache,ms1139.utah.cloudlab.us,"cache",6.666939
1,stressng-cpucache,ms1139.utah.cloudlab.us,"icache",750.274812


1,stressng-cpucache,pc19.utahddc.geniracks.net,"cache",4.666865
1,stressng-cpucache,pc19.utahddc.geniracks.net,"icache",785.11469


1,stressng-cpucache,pc22.utahddc.geniracks.net,"cache",4.400211
1,stressng-cpucache,pc22.utahddc.geniracks.net,"icache",772.725657


1,stressng-cpucache,pc25.utahddc.geniracks.net,"cache",4.533545
1,stressng-cpucache,pc25.utahddc.geniracks.net,"icache",776.479761


1,stressng-cpucache,pc31.utahddc.geniracks.net,"cache",4.667086
1,stressng-cpucache,pc31.utahddc.geniracks.net,"icache",772.444726


1,stressng-cpucache,pc765.emulab.net,"cache",3.533517
1,stressng-cpucache,pc765.emulab.net,"icache",898.475835


1,stressng-cpucache,pc767.emulab.net,"cache",3.466847
1,stressng-cpucache,pc767.emulab.net,"icache",880.266079


1,stressng-cpucache,pc769.emulab.net,"cache",3.666857
1,stressng-cpucache,pc769.emulab.net,"icache",905.044479


1,stressng-cpucache,pc773.emulab.net,"cache",3.600193
1,stressng-cpucache,pc773.emulab.net,"icache",918.932588


1,stressng-cpucache,pl2,"cache",6.2002
1,stressng-cpucache,pl2,"icache",885.018765


1,stressng-cpucache,rackform2,"cache",8.600749
1,stressng-cpucache,rackform2,"icache",560.415125


1,stressng-cpucache,scruffy.soe.ucsc.edu,"cache",6.200115
1,stressng-cpucache,scruffy.soe.ucsc.edu,"icache",667.361028


2,stressng-cpucache,apt129.apt.emulab.net,"cache",3.73348
2,stressng-cpucache,apt129.apt.emulab.net,"icache",786.614891


2,stressng-cpucache,apt131.apt.emulab.net,"cache",3.733473
2,stressng-cpucache,apt131.apt.emulab.net,"icache",783.989445


2,stressng-cpucache,apt132.apt.emulab.net,"cache",3.866789
2,stressng-cpucache,apt132.apt.emulab.net,"icache",778.304485


2,stressng-cpucache,apt134.apt.emulab.net,"cache",3.666806
2,stressng-cpucache,apt134.apt.emulab.net,"icache",771.386427


2,stressng-cpucache,dwill.soe.ucsc.edu,"cache",11.133673
2,stressng-cpucache,dwill.soe.ucsc.edu,"icache",946.129363


2,stressng-cpucache,issdm-0,"cache",20.203378
2,stressng-cpucache,issdm-0,"icache",362.341471


2,stressng-cpucache,issdm-20,"cache",19.469351
2,stressng-cpucache,issdm-20,"icache",365.478558


2,stressng-cpucache,issdm-31,"cache",19.936134
2,stressng-cpucache,issdm-31,"icache",277.153712


2,stressng-cpucache,issdm-34,"cache",19.669587
2,stressng-cpucache,issdm-34,"icache",347.297994


2,stressng-cpucache,issdm-6,"cache",20.469628
2,stressng-cpucache,issdm-6,"icache",340.234702


2,stressng-cpucache,ms1103.utah.cloudlab.us,"cache",7.466939
2,stressng-cpucache,ms1103.utah.cloudlab.us,"icache",759.493991


2,stressng-cpucache,ms1119.utah.cloudlab.us,"cache",7.400281
2,stressng-cpucache,ms1119.utah.cloudlab.us,"icache",760.3927


2,stressng-cpucache,ms1128.utah.cloudlab.us,"cache",7.1336
2,stressng-cpucache,ms1128.utah.cloudlab.us,"icache",760.073009


2,stressng-cpucache,ms1139.utah.cloudlab.us,"cache",6.733584
2,stressng-cpucache,ms1139.utah.cloudlab.us,"icache",759.779084


2,stressng-cpucache,pc19.utahddc.geniracks.net,"cache",4.333514
2,stressng-cpucache,pc19.utahddc.geniracks.net,"icache",782.281214


2,stressng-cpucache,pc22.utahddc.geniracks.net,"cache",4.266867
2,stressng-cpucache,pc22.utahddc.geniracks.net,"icache",773.211294


2,stressng-cpucache,pc25.utahddc.geniracks.net,"cache",4.400261
2,stressng-cpucache,pc25.utahddc.geniracks.net,"icache",782.480173


2,stressng-cpucache,pc31.utahddc.geniracks.net,"cache",4.267455
2,stressng-cpucache,pc31.utahddc.geniracks.net,"icache",784.390113


2,stressng-cpucache,pc765.emulab.net,"cache",3.600186
2,stressng-cpucache,pc765.emulab.net,"icache",897.258894


2,stressng-cpucache,pc767.emulab.net,"cache",3.533521
2,stressng-cpucache,pc767.emulab.net,"icache",875.514231


2,stressng-cpucache,pc769.emulab.net,"cache",3.533468
2,stressng-cpucache,pc769.emulab.net,"icache",907.225148


2,stressng-cpucache,pc773.emulab.net,"cache",3.600195
2,stressng-cpucache,pc773.emulab.net,"icache",893.123396


2,stressng-cpucache,pl2,"cache",6.400236
2,stressng-cpucache,pl2,"icache",893.279439


2,stressng-cpucache,rackform2,"cache",8.600771
2,stressng-cpucache,rackform2,"icache",571.728372


2,stressng-cpucache,scruffy.soe.ucsc.edu,"cache",5.933472
2,stressng-cpucache,scruffy.soe.ucsc.edu,"icache",642.883169


3,stressng-cpucache,apt129.apt.emulab.net,"cache",3.800106
3,stressng-cpucache,apt129.apt.emulab.net,"icache",785.872375


3,stressng-cpucache,apt131.apt.emulab.net,"cache",3.800143
3,stressng-cpucache,apt131.apt.emulab.net,"icache",789.025985


3,stressng-cpucache,apt132.apt.emulab.net,"cache",4.000117
3,stressng-cpucache,apt132.apt.emulab.net,"icache",758.390646


3,stressng-cpucache,apt134.apt.emulab.net,"cache",3.800146
3,stressng-cpucache,apt134.apt.emulab.net,"icache",786.045652


3,stressng-cpucache,dwill.soe.ucsc.edu,"cache",12.000309
3,stressng-cpucache,dwill.soe.ucsc.edu,"icache",955.154087


3,stressng-cpucache,issdm-0,"cache",20.069605
3,stressng-cpucache,issdm-0,"icache",301.246072


3,stressng-cpucache,issdm-20,"cache",20.669512
3,stressng-cpucache,issdm-20,"icache",393.066954


3,stressng-cpucache,issdm-31,"cache",20.069367
3,stressng-cpucache,issdm-31,"icache",281.95121


3,stressng-cpucache,issdm-34,"cache",19.002907
3,stressng-cpucache,issdm-34,"icache",322.640308


3,stressng-cpucache,issdm-6,"cache",20.869455
3,stressng-cpucache,issdm-6,"icache",334.100319


3,stressng-cpucache,ms1103.utah.cloudlab.us,"cache",6.53354
3,stressng-cpucache,ms1103.utah.cloudlab.us,"icache",753.189704


3,stressng-cpucache,ms1119.utah.cloudlab.us,"cache",7.000248
3,stressng-cpucache,ms1119.utah.cloudlab.us,"icache",760.057135


3,stressng-cpucache,ms1128.utah.cloudlab.us,"cache",6.53362
3,stressng-cpucache,ms1128.utah.cloudlab.us,"icache",755.083202


3,stressng-cpucache,ms1139.utah.cloudlab.us,"cache",7.40027
3,stressng-cpucache,ms1139.utah.cloudlab.us,"icache",759.938748


3,stressng-cpucache,pc19.utahddc.geniracks.net,"cache",4.467445
3,stressng-cpucache,pc19.utahddc.geniracks.net,"icache",777.820115


3,stressng-cpucache,pc22.utahddc.geniracks.net,"cache",4.466665
3,stressng-cpucache,pc22.utahddc.geniracks.net,"icache",769.605284


3,stressng-cpucache,pc25.utahddc.geniracks.net,"cache",4.600232
3,stressng-cpucache,pc25.utahddc.geniracks.net,"icache",786.963354


3,stressng-cpucache,pc31.utahddc.geniracks.net,"cache",4.46686
3,stressng-cpucache,pc31.utahddc.geniracks.net,"icache",785.229286


3,stressng-cpucache,pc765.emulab.net,"cache",3.533509
3,stressng-cpucache,pc765.emulab.net,"icache",914.790796


3,stressng-cpucache,pc767.emulab.net,"cache",3.533518
3,stressng-cpucache,pc767.emulab.net,"icache",901.366686


3,stressng-cpucache,pc769.emulab.net,"cache",3.600117
3,stressng-cpucache,pc769.emulab.net,"icache",925.00247


3,stressng-cpucache,pc773.emulab.net,"cache",3.600181
3,stressng-cpucache,pc773.emulab.net,"icache",908.707426


3,stressng-cpucache,pl2,"cache",6.666889
3,stressng-cpucache,pl2,"icache",892.486129


3,stressng-cpucache,rackform2,"cache",8.600737
3,stressng-cpucache,rackform2,"icache",598.142546


3,stressng-cpucache,scruffy.soe.ucsc.edu,"cache",6.800131
3,stressng-cpucache,scruffy.soe.ucsc.edu,"icache",652.321368


1,stressng-mem,apt129.apt.emulab.net,"atomic",570683.417927
1,stressng-mem,apt129.apt.emulab.net,"context",4128.025257
1,stressng-mem,apt129.apt.emulab.net,"full",182973.390611
1,stressng-mem,apt129.apt.emulab.net,"hsearch",3394.955242
1,stressng-mem,apt129.apt.emulab.net,"lsearch",7.200122
1,stressng-mem,apt129.apt.emulab.net,"malloc",2597875.923429
1,stressng-mem,apt129.apt.emulab.net,"matrix",3937.400517
1,stressng-mem,apt129.apt.emulab.net,"memcpy",1639.67498
1,stressng-mem,apt129.apt.emulab.net,"memfd",9.450838
1,stressng-mem,apt129.apt.emulab.net,,7403283.334357
1,stressng-mem,apt129.apt.emulab.net,"oom-pipe",6.981254
1,stressng-mem,apt129.apt.emulab.net,"pipe",964842.752743
1,stressng-mem,apt129.apt.emulab.net,"remap",267.674339
1,stressng-mem,apt129.apt.emulab.net,"rmap",1994.438263
1,stressng-mem,apt129.apt.emulab.net,"stackmmap",11.529821
1,stressng-mem,apt129.apt.emulab.net,"str",28735.086662
1,stressng-mem,apt129.apt.emulab.net,"stream",10.343279
1,stressng-mem,apt129.apt.emulab.net,"tlb-shootdown",756.324257
1,stressng-mem,apt129.apt.emulab.net,"vm",23144.042616
1,stressng-mem,apt129.apt.emulab.net,"zero",179008.20989




















1,stressng-mem,apt131.apt.emulab.net,"atomic",572039.163678
1,stressng-mem,apt131.apt.emulab.net,"context",4126.293263
1,stressng-mem,apt131.apt.emulab.net,"full",184406.387379
1,stressng-mem,apt131.apt.emulab.net,"hsearch",3376.22388
1,stressng-mem,apt131.apt.emulab.net,"lsearch",7.20013
1,stressng-mem,apt131.apt.emulab.net,"malloc",2592764.860584
1,stressng-mem,apt131.apt.emulab.net,"matrix",3946.72755
1,stressng-mem,apt131.apt.emulab.net,"memcpy",1638.094734
1,stressng-mem,apt131.apt.emulab.net,"memfd",9.452765
1,stressng-mem,apt131.apt.emulab.net,,7440976.35198
1,stressng-mem,apt131.apt.emulab.net,"oom-pipe",7.048102
1,stressng-mem,apt131.apt.emulab.net,"pipe",989473.057288
1,stressng-mem,apt131.apt.emulab.net,"remap",268.511081
1,stressng-mem,apt131.apt.emulab.net,"rmap",2134.54675
1,stressng-mem,apt131.apt.emulab.net,"stackmmap",11.866039
1,stressng-mem,apt131.apt.emulab.net,"str",28264.703113
1,stressng-mem,apt131.apt.emulab.net,"stream",10.33116
1,stressng-mem,apt131.apt.emulab.net,"tlb-shootdown",748.273898
1,stressng-mem,apt131.apt.emulab.net,"vm",23144.293503
1,stressng-mem,apt131.apt.emulab.net,"zero",179137.219514




















1,stressng-mem,apt132.apt.emulab.net,"atomic",571999.092207
1,stressng-mem,apt132.apt.emulab.net,"context",4113.891609
1,stressng-mem,apt132.apt.emulab.net,"full",184582.96614
1,stressng-mem,apt132.apt.emulab.net,"hsearch",3399.289089
1,stressng-mem,apt132.apt.emulab.net,"lsearch",7.200125
1,stressng-mem,apt132.apt.emulab.net,"malloc",2605931.818905
1,stressng-mem,apt132.apt.emulab.net,"matrix",3943.369795
1,stressng-mem,apt132.apt.emulab.net,"memcpy",1643.733333
1,stressng-mem,apt132.apt.emulab.net,"memfd",9.451264
1,stressng-mem,apt132.apt.emulab.net,,7399438.420952
1,stressng-mem,apt132.apt.emulab.net,"oom-pipe",6.914789
1,stressng-mem,apt132.apt.emulab.net,"pipe",991662.76109
1,stressng-mem,apt132.apt.emulab.net,"remap",265.881467
1,stressng-mem,apt132.apt.emulab.net,"rmap",1340.602678
1,stressng-mem,apt132.apt.emulab.net,"stackmmap",11.532661
1,stressng-mem,apt132.apt.emulab.net,"str",28727.144258
1,stressng-mem,apt132.apt.emulab.net,"stream",10.371641
1,stressng-mem,apt132.apt.emulab.net,"tlb-shootdown",753.822346
